RespondentID,CollectorID,StartDate,EndDate,Please confirm that you are at least 18 years old. ,Please select the metro area you are located in. ,Please enter your ZIP code. ,,,Please assign grades to the state of California on six timely issues (click the skip button for issues where you don't want to assign a grade).,,,,,,Please grade the state of California on disaster preparedness (click the skip button if you don't want to assign a grade).,What issue should be included in the next report card and why is it important to Californians?,Gender,Age,Household Income,Education,Location (Census Region)
3118043079,50956032,3/11/14 22:18,3/11/14 22:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94708,,A,SKIP,C,SKIP,SKIP,B+,B+,"Proposition 13, killing our state and making new homeowners carry a disproportionate burden",Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118042555,50956032,3/11/14 22:18,3/11/14 22:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94580,,C,D,SKIP,D,D,A-,SKIP,,Female,45-60,"$100,000 - $149,999",High school degree,Pacific
3118042008,50956032,3/11/14 22:18,3/11/14 22:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94602,,B+,SKIP,A,B+,B,A+,C+,"Water infrastructure because if the major earthquake knocks out the levees in the delta, whoops.",Female,45-60,"$150,000+",Graduate degree,Pacific
3118041825,50955952,3/11/14 22:17,3/11/14 22:20,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95616,,B-,C-,D+,A-,D-,A-,C+,"Taking care of those who cannot take care of themselves, mentally ill, homless, poor. It matters because those people matter.",Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118041545,50956032,3/11/14 22:17,3/11/14 22:22,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94601,,B-,F,D-,SKIP,C,A-,A-,Water conservation.,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118041369,50955952,3/11/14 22:13,3/11/14 22:18,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95833,,B,B,C,C,C,A+,C,,Male,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118037525,50956032,3/11/14 22:15,3/11/14 22:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94596,,A-,B,C-,C,D,A-,B+,High Speed Rail,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118037069,50956032,3/11/14 22:13,3/11/14 22:21,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94501,,C,B,C+,C,C+,C,D+,,Male,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118033917,50956032,3/11/14 22:13,3/11/14 22:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94707,,SKIP,C+,C+,B-,B-,A-,C+,"Energy issues, such as offshore drilling, and gricultural issues, such as banning GMOs and conserving water, are the most important issues facing Californians in the next twenty years.",Female,> 60,,Graduate degree,Pacific
3118031519,50956032,3/11/14 22:11,3/11/14 22:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94019,,A+,A+,A+,B,C+,A+,B+,Infrastructure: Hwys bridges school building,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118030605,50956032,3/11/14 22:11,3/11/14 22:13,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94702,,B,F,F,C-,F,C,C-,Water wars,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118030194,50956032,3/11/14 22:11,3/11/14 22:14,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94577,,C+,C-,C,D+,F,C,SKIP,"Schools.  It is important to the future of the whole world that our children receive a great education - not just an ""O.K."" education.",Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118029137,50956032,3/11/14 22:10,3/11/14 22:13,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94705,,B+,B,B,B,B,A-,B-,Bridge safety for all the bridges in California.,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118028786,50956032,3/11/14 22:10,3/11/14 22:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94117,,C,SKIP,SKIP,SKIP,SKIP,A,C+,,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118026414,50956072,3/11/14 22:09,3/11/14 22:11,I confirm that I am at least 18 years old.,San Jose Metro Area,,95130,,B+,B,A,SKIP,D-,A,B,Upgrading California's public education system.,Male,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118024882,50955952,3/11/14 22:08,3/11/14 22:09,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95819,,A+,C,B+,C+,F,F,B+,,Male,30-44,"$150,000+",Some college,Pacific
3118024605,50956032,3/11/14 22:08,3/11/14 22:10,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94610,,B,C-,B,A-,A,B-,B+,"Affordable housing for upper-low or middle income wage earners (people making $50,000 or less)",Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118023987,50956072,3/11/14 22:08,3/11/14 22:08,I confirm that I am at least 18 years old.,San Jose Metro Area,,94041,,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,,Female,30-44,"$50,000 - $99,999",Some college,Pacific
3118023655,50955952,3/11/14 22:07,3/11/14 22:19,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95628,,SKIP,D,F,SKIP,F,SKIP,A-,Citizenship and illegal immigration  They who cater to illegal immigrants diminish the value of citizenship and the unification value of a common language.  Gov Brown goes overboard to destroy state unity by catering to illegals.  What ever happened to the concept of earning a stake in ones adopted country by serving in the military or adopting the language or studying for citizenship,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118023492,50956072,3/11/14 22:07,3/11/14 22:09,I confirm that I am at least 18 years old.,San Jose Metro Area,,95020,,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,,Female,18-29,"$0 - $24,999",High school degree,Pacific
3118023351,50956032,3/11/14 22:07,3/11/14 22:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94803,,C,C,C-,D-,B,A+,C,,Female,> 60,"$100,000 - $149,999",Some college,Pacific
3118022240,50956032,3/11/14 22:07,3/11/14 22:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94550,,A+,A+,A+,A+,A+,A+,D,,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118022149,50956032,3/11/14 22:07,3/11/14 22:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94122,,A,D+,D+,A,C,B,A-,"Education is critical,  elementary, High School and College -- it needs to become the priority",Female,> 60,"$150,000+",Some college,Pacific
3118021463,50956032,3/11/14 22:06,3/11/14 22:12,I confirm that I am at least 18 years old.,San Jose Metro Area,,94536,,C+,C-,D-,D,D+,B+,B,Streamlined applications for assistance for elderly.  The process is so convoluted that many do not apply and they endure worry and hardship because it is so complicated for them to apply.,Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118021043,50956072,3/11/14 22:05,3/11/14 22:15,I confirm that I am at least 18 years old.,San Jose Metro Area,,95117,,B,B,D-,B+,C+,A-,C,1. Drought preparedness due to lack of rainfall and global warming. 2.  Nature preservation - I think we need more open spaces.,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118018044,50956032,3/11/14 22:04,3/11/14 22:05,I confirm that I am at least 18 years old.,San Jose Metro Area,,94538,,SKIP,B+,SKIP,F,F,A+,B+,,Female,30-44,"$100,000 - $149,999",Some college,Pacific
3118017559,50956032,3/11/14 22:04,3/11/14 22:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94061,,A,SKIP,B,B+,C+,A-,B,affordability - it appears economic factors weigh differently depending on relative affluence.,Male,45-60,"$150,000+",Graduate degree,Pacific
3118017522,50956032,3/11/14 22:04,3/11/14 22:06,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94044,,SKIP,SKIP,D,F,F,F,C,,Female,45-60,"$100,000 - $149,999",High school degree,Pacific
3118015148,50956072,3/11/14 22:03,3/11/14 22:04,I confirm that I am at least 18 years old.,San Jose Metro Area,,94022,,SKIP,C,B+,SKIP,B-,A,SKIP,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118013532,50956072,3/11/14 22:02,3/11/14 22:03,I confirm that I am at least 18 years old.,San Jose Metro Area,,95123,,C,B-,B-,SKIP,C+,C+,A-,,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118012178,50956032,3/11/14 22:01,3/11/14 22:04,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94402,,A+,A+,A+,B-,B-,A+,C,gun control,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118006152,50956072,3/11/14 21:58,3/11/14 21:59,I confirm that I am at least 18 years old.,San Jose Metro Area,,95070,,A-,C-,F,SKIP,C,A,B,,Male,> 60,"$50,000 - $99,999",Some college,Pacific
3118003232,50956072,3/11/14 21:56,3/11/14 21:58,I confirm that I am at least 18 years old.,San Jose Metro Area,,95124,,SKIP,B+,C+,SKIP,SKIP,A,A-,"Public transportation - availability, maintenance, and cost. There should be better infrastructure in metropolitan areas to address traffic and pedestrian safety issues. Also, money should be better allocated/spent to reduce toll costs and make public transportation more appealing.",Female,30-44,"$150,000+",Graduate degree,Pacific
3118002708,50956032,3/11/14 21:56,3/11/14 22:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94610,,A-,C,C,D-,C-,C-,B,Quality of infrastructure. It effects our daily lives,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118002563,50956032,3/11/14 21:56,3/11/14 21:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94546,,A,C+,B-,B,B,A,B+,"ecological issues, legislation, justice, including water usage and recycling",Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118002435,50956032,3/11/14 21:55,3/11/14 22:03,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,B,A-,C+,SKIP,C+,D,A,Gasoline price. What can be done to reduce it. Too high right now for low income workers.,Female,45-60,"$150,000+",Some college,Pacific
3118002299,50956072,3/11/14 21:55,3/11/14 21:58,I confirm that I am at least 18 years old.,San Jose Metro Area,,95124,,SKIP,C+,A,D,D,B+,SKIP,,Female,> 60,"$150,000+",Graduate degree,Pacific
3118001834,50956072,3/11/14 21:55,3/11/14 21:57,I confirm that I am at least 18 years old.,San Jose Metro Area,,95135,,SKIP,B,A+,A+,F,A+,C,environmental issues,Female,> 60,"$150,000+",Graduate degree,Pacific
3117999889,50956072,3/11/14 21:54,3/11/14 21:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94118,,A-,A,A-,C+,A+,D+,B+,,Male,> 60,"$150,000+",Some college,Pacific
3117999290,50955952,3/11/14 21:54,3/11/14 21:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,64803,,A+,A+,A+,A,A+,A+,A,We don't need a high-speed railroad at this time.,Female,45-60,"$150,000+",Graduate degree,Pacific
3117993813,50956072,3/11/14 21:51,3/11/14 21:53,I confirm that I am at least 18 years old.,San Jose Metro Area,,95008,,A-,B-,B,C+,B,A-,B-,water conservation because hellllllllo we're in a drought!,Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117993079,50955952,3/11/14 21:50,3/11/14 21:56,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95677,,C,D,D,A,D,B,B,"Law Maker, Representive Performance, Pay",Male,> 60,"$150,000+",Some college,Pacific
3117990052,50956032,3/11/14 21:49,3/11/14 21:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,C+,D-,D+,D+,C,A+,C-,,Female,> 60,"$150,000+",Graduate degree,Pacific
3117989943,50956072,3/11/14 21:49,3/11/14 21:51,I confirm that I am at least 18 years old.,San Jose Metro Area,,94088,,C,SKIP,A,SKIP,SKIP,A,A,"water conservation, drought preparedness.",Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117986080,50955952,3/11/14 21:47,3/11/14 21:49,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95603,,SKIP,C,C,SKIP,F,D,A,"Budget, Employment",Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117982476,50956032,3/11/14 21:45,3/11/14 21:47,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94112,,F,D,D-,SKIP,SKIP,SKIP,C,I'M A REPUBLICAN.  I'M A FLY IN A GLASS OF MILK IN THIS STATE,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117981555,50956032,3/11/14 21:44,3/11/14 21:47,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94070,,C,B,B+,A+,B,A+,B,High speed rail - where are we at?,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117981089,50956032,3/11/14 21:44,3/11/14 21:46,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94102,,A+,B+,A,A,B,A+,A+,Seniors support,Male,> 60,"$25,000 - $49,999",High school degree,Pacific
3117981074,50956032,3/11/14 21:43,3/11/14 21:51,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94545,,SKIP,C,D-,A+,A+,D-,D+,"Control Gun Sales. Too many people have access to guns, legally or illegally. The Constitution does not guarantee the right to kill innocent people...",Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117981033,50956032,3/11/14 21:44,3/11/14 21:46,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94602,,SKIP,F,B,A-,F,C,B,Tax the rich,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117976141,50956032,3/11/14 21:41,3/11/14 21:51,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94702,,A-,C,D-,B+,SKIP,A+,A,"Provision of interpreters and language access in health care, public services and education.  We are now a seriously bi-lingual state (Spanish/English) with a huge host of other languages needed in a lesser degree.",Female,45-60,"$150,000+",Graduate degree,Pacific
3117974292,50956032,3/11/14 21:41,3/11/14 22:10,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94109,,B,B-,C+,C+,C+,C+,C-,,Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3117973342,50955952,3/11/14 21:40,3/11/14 21:45,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95814,,D-,D-,F,A+,A-,SKIP,C+,who is holding the people hostage over gas prices?,Female,> 60,"$150,000+",Some college,Pacific
3117972717,50956032,3/11/14 21:40,3/11/14 21:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94577,,D,C+,F,C,D-,B,C,"Please grade the state on infrastructure maintenance and improvement investment.  Our roads, highways, bridges and water & sewer facilities are not being maintained sufficiently to keep up with demand.",Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117972501,50956072,3/11/14 21:40,3/11/14 21:41,I confirm that I am at least 18 years old.,San Jose Metro Area,,95119,,SKIP,SKIP,B-,SKIP,SKIP,A,B,Access to healthcare,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117971206,50956032,3/11/14 21:39,3/11/14 21:41,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,SKIP,B,C,B+,D-,A+,B,Poverty,Female,45-60,"$25,000 - $49,999",Graduate degree,Pacific
3117969423,50956032,3/11/14 21:38,3/11/14 21:40,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94602,,B,F,D,B,D,A+,D+,"education, k-12 and higher ed.  State should not be borrowing from K-12.  Tuition and fees should not be so high.  Freeways need work.",Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3117968821,50956072,3/11/14 21:38,3/11/14 21:42,I confirm that I am at least 18 years old.,San Jose Metro Area,,95118,,A,A,C,SKIP,C,A,C,Affordability of higher education which lays the groundwork for an effective and productive next generation.,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117967438,50956032,3/11/14 21:37,3/11/14 21:39,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94015,,D,D-,F,C-,F,B,B+,,Female,> 60,"$25,000 - $49,999",Some college,Pacific
3117966531,50956032,3/11/14 21:37,3/11/14 21:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94588,,SKIP,C,B,SKIP,B,B+,B,,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117965879,50956072,3/11/14 21:36,3/11/14 21:42,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,SKIP,C+,C-,B-,D+,C-,B+,"Water, It is only going to get more scarce as we continue to grow.",Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117963456,50956032,3/11/14 21:35,3/11/14 21:36,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94583,,B+,D,D,A+,A,A+,B,decreasing class size in public education,Female,30-44,"$150,000+",Graduate degree,Pacific
3117962196,50956032,3/11/14 21:34,3/11/14 21:36,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94901,,F,F,F,F,C-,F,F,WASTE  Taxes  Infrastructure,Male,> 60,"$150,000+",Graduate degree,Pacific
3117961526,50956032,3/11/14 21:34,3/11/14 21:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,C-,C-,D+,C,D,F,C+,,Female,> 60,"$0 - $24,999",Some college,Pacific
3117960977,50956032,3/11/14 21:32,3/11/14 21:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94920,,F,C,C,C,C,C-,C,jobs and the economy,Male,> 60,"$150,000+",Graduate degree,Pacific
3117959889,50956032,3/11/14 21:33,3/11/14 21:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94118,,C,F,F,SKIP,C+,A-,C-,Water conservation- restore/protect the Delta,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3117956953,50956032,3/11/14 21:32,3/11/14 21:34,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94960,,B,B,B-,B+,B-,A,SKIP,"Food Stamp Program.  Important for low income citizens, especially those with children.",Female,> 60,"$150,000+",Graduate degree,Pacific
3117955754,50955952,3/11/14 21:31,3/11/14 21:36,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95831,,D,D,D+,C,A,B-,C,High school dropout/graduation rates  standings of education in Ca versus the nation  Health care Insurance regulation private and ACA,Female,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3117953057,50956032,3/11/14 21:30,3/11/14 21:32,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94551,,SKIP,C,B,B+,F,C,C,Reduction in government spending  Efforts to repeal burdensome regulation  Efforts to repeal Obamacare,Male,45-60,"$150,000+",Graduate degree,Pacific
3117952632,50955952,3/11/14 21:30,3/11/14 21:31,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95616,,SKIP,D+,D+,C,D+,D+,SKIP,,Female,18-29,"$0 - $24,999",Graduate degree,Pacific
3117948090,50956072,3/11/14 21:27,3/11/14 21:29,I confirm that I am at least 18 years old.,San Jose Metro Area,,94043,,B,D,D,SKIP,C,A,SKIP,"environmental issues, affordability.",Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3117942256,50956072,3/11/14 21:23,3/11/14 21:30,I confirm that I am at least 18 years old.,San Jose Metro Area,,95117,,B,C-,D,D+,C+,A+,C+,"high speed rail, solar energy(more incentives to install, MAJOR incentives to companies who 0 out their facilities to no waste and all solar /wind/waste energy, universal health care for all, legalized and regulated and TAXED pot sales, get the ""extras"" back in school, drivers' ed, art, foreign languages, give the kids a chance to actually become useful, competent people.",Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117940422,50956072,3/11/14 21:22,3/11/14 21:26,I confirm that I am at least 18 years old.,San Jose Metro Area,,94306,,B+,SKIP,B+,SKIP,B,B+,A-,Water and water uses. Vital to our economy,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117940025,50956032,3/11/14 21:23,3/11/14 21:25,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94708,,B+,C,B,SKIP,C,B+,C,homeowner taxes/prop 13,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117938435,50956072,3/11/14 21:23,3/11/14 21:24,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,A-,A-,B,,A-,A,A-,"Whether the state should be divided. It's important because it's on the ballot, and there is a lot of political and economic divide in a state this big. Also, water issues are very timely right now.",Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3117936810,50956032,3/11/14 21:22,3/11/14 21:24,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94131,,B+,C+,D+,B,C+,A-,B-,"Food Safety, Traffic management, government corruption,",Male,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117935946,50956032,3/11/14 21:21,3/11/14 21:25,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94080,,A,B-,C-,SKIP,A+,A+,A,Protection of wildlife.  This should be important to everybody.,Male,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3117935927,50956032,3/11/14 21:21,3/11/14 21:23,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94542,,D,C-,B-,A-,B,A-,D+,Implementing current laws,Female,45-60,"$150,000+",Some college,Pacific
3117934982,50956032,3/11/14 21:21,3/11/14 21:24,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94404,,C,D,D,C,D,A,B,"Animal welfare, because they way a society treats it's animals is an indication of it's humanity",Female,45-60,"$0 - $24,999",Associate or bachelor degree,Pacific
3117932576,50956032,3/11/14 21:20,3/11/14 21:24,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94939,,B,C,B+,SKIP,SKIP,A-,B+,,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117932447,50956072,3/11/14 21:20,3/11/14 21:21,I confirm that I am at least 18 years old.,San Jose Metro Area,,95124,,C,D,F,F,F,B+,C+,,Female,45-60,"$0 - $24,999",High school degree,Pacific
3117928767,50956032,3/11/14 21:17,3/11/14 21:21,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94941,,F,F,F,A+,A+,A+,SKIP,The cost to taxpayers to support illegal immigrants,Female,> 60,,Associate or bachelor degree,Pacific
3117927637,50956032,3/11/14 21:17,3/11/14 21:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94560,,SKIP,F,D,SKIP,B,A+,SKIP,,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3117927026,50955952,3/11/14 21:17,3/11/14 21:23,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95628,,F,C,F,SKIP,SKIP,SKIP,C,"Senior citizens and the homeless situations, and childrens issues schools included. These are the people that have been forgotten, and should not be treated the way they are.",Female,> 60,"$0 - $24,999",Some college,Pacific
3117924859,50956072,3/11/14 21:16,3/11/14 21:19,I confirm that I am at least 18 years old.,San Jose Metro Area,,94024,,B-,D+,D+,C+,F,B+,C-,Better announcements when disasters are about to happen. Better support for those who are caught in the disaster. Forward thinking rather than catching up!!!!,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3117923820,50956032,3/11/14 21:15,3/11/14 21:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94066,,B+,C,D,D,D,A,B,Same sex marriage - it's only the right thing to do.  Legalize marijuana - spending tax money and criminalizing possession and use is idiotic - get these folks out of our jails.  Change sexual offender registrant housing restrictions - this only makes our communities more dangerous and has been proven to be ineffective in deterring recidivism.  Change life-time registration to a risk-based system - this is the smart way to manage offenders and increase public safety.,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3117923744,50956032,3/11/14 21:15,3/11/14 21:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94521,,F,B-,C,A+,C,D-,C+,,Female,30-44,"$0 - $24,999",Some college,Pacific
3117923633,50956032,3/11/14 21:15,3/11/14 21:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94010,,SKIP,B,C,C,C+,C+,B+,More student aid coupled to jobs after graduation,Male,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117919771,50955952,3/11/14 21:13,3/11/14 21:17,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95757,,A-,B,D+,SKIP,D+,C,SKIP,"Sex Offender laws. California is so backwards, grouping all offenders as if they are all threats, when the statistics show less than 2% ever offend again. The current laws are legalized discrimination. How does a state justify denying civil rights to people who fullfilled their punishment when all evidence shows the vast majority are not a threat to anyone?",Male,45-60,"$0 - $24,999",Graduate degree,Pacific
3117916292,50956032,3/11/14 21:12,3/11/14 21:13,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94568,,B,B+,SKIP,SKIP,SKIP,B-,B,Drought: updates and how to fix it.,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117914320,50956072,3/11/14 21:11,3/11/14 21:13,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,B+,B+,C+,C-,B,A-,C-,More has to be done regarding rights for immigrants.  More must be done with regard to disaster preparedness.,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3117911699,50956032,3/11/14 21:09,3/11/14 21:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94523,,A-,B,C-,C,C+,A-,B-,Mandatory water rationing!,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3117902203,50956072,3/11/14 21:04,3/11/14 21:09,I confirm that I am at least 18 years old.,San Jose Metro Area,,95037,,SKIP,D+,C-,SKIP,SKIP,A+,C-,CSU and UC accessibility for private high school students.,Female,45-60,,Associate or bachelor degree,Pacific
3117899978,50956032,3/11/14 21:03,3/11/14 21:06,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94066,,SKIP,D,D,SKIP,SKIP,SKIP,C,1.  Water supply.  Critical issue that is not going to go away.,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3117897524,50956032,3/11/14 21:03,3/11/14 21:06,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94582,,C+,C,B-,SKIP,C,B+,C+,Jobs and services for long term jobless people including making the EDD a human entity!  Much more important than some of the topics you chose.,Male,45-60,,,Pacific
3117895226,50955952,3/11/14 21:02,3/11/14 21:04,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95758,,A+,B,B-,A-,B-,B,B,Elder issues which seem to just not be there for the state.  also schools in low income areas.  The only one i know of that does a good job is Noralto in Del Paso heights.,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3117893868,50956072,3/11/14 21:01,3/11/14 21:04,I confirm that I am at least 18 years old.,San Jose Metro Area,,94022,,B,C,C,SKIP,SKIP,A,SKIP,"Regulation of charter schools.  How is it that we give taxpayer money to schools that work against the interest of our public school system, or that are for-profit organizations?  Fix the existing schools.  Charters aren't the answer",Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3117887613,50956072,3/11/14 20:58,3/11/14 20:59,I confirm that I am at least 18 years old.,San Jose Metro Area,,94024,,D+,C,C-,SKIP,C,A,A-,,Female,30-44,"$150,000+",Graduate degree,Pacific
3117885202,50956032,3/11/14 20:57,3/11/14 20:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94901,,SKIP,C,C,D+,C,D,C+,,Female,> 60,"$150,000+",Graduate degree,Pacific
3117882378,50956072,3/11/14 20:55,3/11/14 20:57,I confirm that I am at least 18 years old.,San Jose Metro Area,,95051,,C,D+,F,D-,C,B-,SKIP,,Female,18-29,"$150,000+",Some college,Pacific
3117881884,50955952,3/11/14 20:55,3/11/14 20:56,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95662,,F,F,F,SKIP,F,F,F,,Female,30-44,"$50,000 - $99,999",Some college,Pacific
3117881332,50956032,3/11/14 20:55,3/11/14 20:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94901,,C+,C-,D-,SKIP,SKIP,SKIP,C,negative effect of high property taxes and fees for seniors and those on fixed incomes,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3117880192,50956072,3/11/14 20:54,3/11/14 20:57,I confirm that I am at least 18 years old.,San Jose Metro Area,,95112,,B-,B+,B-,SKIP,C+,C+,SKIP,"Environmental impact of daily activities (like transportation, trash, etc), because the state is highly populated and destroying its resources (primary example: water).",Female,18-29,"$0 - $24,999",Associate or bachelor degree,Pacific
